# 1: Bin number
# 2: r
# 3: g(r)
0	0.2	0
1	0.6	0.0448975
2	1	0
3	1.4	0.00849412
4	1.8	1.37048
5	2.2	0.279746
6	2.6	0.131157
7	3	0.225019
8	3.4	0.0130348
9	3.8	0.0985757
10	4.2	0.0313333
11	4.6	0.0292908
12	5	0.05964
13	5.4	0.0132148
14	5.8	0.0383514
15	6.2	0.0370513
16	6.6	0.0134638
17	7	0.0341983
18	7.4	0.0229515
19	7.8	0.0170776
20	8.2	0.025671
21	8.6	0.0104232
22	9	0.016759
23	9.4	0.0197256
24	9.8	0.0139604
25	10.2	0.0513871
26	10.6	0.0590678
27	11	0.0959885
28	11.4	0.188673
29	11.8	0.385902
30	12.2	1.00512
31	12.6	1.85656
32	13	2.79998
33	13.4	3.30617
34	13.8	3.19554
35	14.2	2.90942
36	14.6	2.40725
37	15	1.98797
38	15.4	1.61572
39	15.8	1.27224
40	16.2	1.06873
41	16.6	0.860065
42	17	0.760391
43	17.4	0.68459
44	17.8	0.619678
45	18.2	0.596332
46	18.6	0.58753
47	19	0.588728
48	19.4	0.614848
49	19.8	0.637629
50	20.2	0.676995
51	20.6	0.717988
52	21	0.792719
53	21.4	0.872064
54	21.8	0.948244
55	22.2	1.07093
56	22.6	1.16895
57	23	1.26198
58	23.4	1.34456
59	23.8	1.35839
60	24.2	1.4053
61	24.6	1.40501
62	25	1.41691
63	25.4	1.41823
64	25.8	1.38538
65	26.2	1.38615
66	26.6	1.3371
67	27	1.29514
68	27.4	1.23909
69	27.8	1.1517
70	28.2	1.09711
71	28.6	1.03408
72	29	0.984662
73	29.4	0.935983
74	29.8	0.900814
75	30.2	0.886776
76	30.6	0.869562
77	31	0.886214
78	31.4	0.901537
79	31.8	0.922626
80	32.2	0.966159
81	32.6	0.994863
82	33	1.0225
83	33.4	1.08186
84	33.8	1.10931
85	34.2	1.15081
86	34.6	1.17616
87	35	1.20368
88	35.4	1.23337
89	35.8	1.2276
90	36.2	1.24205
91	36.6	1.22029
92	37	1.21266
93	37.4	1.2049
94	37.8	1.16805
95	38.2	1.15712
96	38.6	1.1236
97	39	1.10953
98	39.4	1.08955
99	39.8	1.06417
100	40.2	1.05278
101	40.6	1.03233
102	41	1.01871
103	41.4	1.00986
104	41.8	1.00186
105	42.2	1.00546
106	42.6	1.00296
107	43	1.01059
108	43.4	1.02945
109	43.8	1.03443
110	44.2	1.06259
111	44.6	1.07173
112	45	1.08899
113	45.4	1.10257
114	45.8	1.11713
115	46.2	1.13177
116	46.6	1.13622
117	47	1.13736
118	47.4	1.14128
119	47.8	1.13141
120	48.2	1.14135
121	48.6	1.12651
122	49	1.12018
123	49.4	1.10864
124	49.8	1.09196
125	50.2	1.09188
126	50.6	1.07442
127	51	1.06913
128	51.4	1.06041
129	51.8	1.05032
130	52.2	1.05257
131	52.6	1.04487
132	53	1.04004
133	53.4	1.04059
134	53.8	1.03706
135	54.2	1.0513
136	54.6	1.05139
137	55	1.05244
138	55.4	1.06427
139	55.8	1.06451
140	56.2	1.07823
141	56.6	1.07566
142	57	1.08579
143	57.4	1.09348
144	57.8	1.09321
145	58.2	1.10051
